Kingdom	Phylum	Class	Order	Family	Genus
ASV9415	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV9417	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9418	Archaea	NA	NA	NA	NA	NA
ASV9419	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9420	Archaea	NA	NA	NA	NA	NA
ASV9421	Archaea	NA	NA	NA	NA	NA
ASV9422	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9423	Archaea	NA	NA	NA	NA	NA
ASV9424	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9425	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9427	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV9429	Archaea	NA	NA	NA	NA	NA
ASV9430	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9431	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9433	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9434	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9435	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9436	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9437	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV9438	Archaea	NA	NA	NA	NA	NA
ASV9439	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9440	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV9441	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9442	Archaea	NA	NA	NA	NA	NA
ASV9445	Archaea	NA	NA	NA	NA	NA
ASV9446	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9447	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9448	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9449	Archaea	NA	NA	NA	NA	NA
ASV9450	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9451	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9452	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9453	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9454	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV9455	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9456	Archaea	NA	NA	NA	NA	NA
ASV9457	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9458	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
ASV9459	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9460	Archaea	NA	NA	NA	NA	NA
ASV9461	Archaea	NA	NA	NA	NA	NA
ASV9462	Archaea	Diapherotrites	Candidatus_Iainarchaeum	NA	NA	NA
ASV9463	Archaea	NA	NA	NA	NA	NA
ASV9464	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9465	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9466	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9467	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9468	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9469	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9470	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9471	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9472	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9473	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9474	Archaea	NA	NA	NA	NA	NA
ASV9475	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9476	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9477	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9478	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9479	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9480	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9481	Archaea	NA	NA	NA	NA	NA
ASV9483	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9484	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA
ASV9485	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9486	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9488	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus
ASV9489	Archaea	NA	NA	NA	NA	NA
ASV9490	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9491	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV9493	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9494	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9497	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9498	Archaea	NA	NA	NA	NA	NA
ASV9499	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9500	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9501	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9502	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9503	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9504	Archaea	NA	NA	NA	NA	NA
ASV9505	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9506	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9507	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9508	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV9511	Archaea	NA	NA	NA	NA	NA
ASV9512	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9513	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9514	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV9515	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9516	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9517	Archaea	Woesearchaeota	NA	NA	NA	NA
ASV9518	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9519	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9520	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9521	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9522	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9523	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9524	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosalsum
ASV9525	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9526	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV9527	Archaea	NA	NA	NA	NA	NA
ASV9528	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9529	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9530	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium
ASV9532	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9533	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9534	Archaea	NA	NA	NA	NA	NA
ASV9535	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9537	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9540	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV9541	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9543	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9544	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	NA	NA
ASV9545	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9546	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9547	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9549	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9550	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9551	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9552	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9553	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea
ASV9554	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9555	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV9556	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9558	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9559	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9560	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9561	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9562	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9563	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV9564	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9565	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9566	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9567	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9568	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9569	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV9570	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9571	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9572	Archaea	NA	NA	NA	NA	NA
ASV9573	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9576	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9578	Archaea	NA	NA	NA	NA	NA
ASV9579	Archaea	NA	NA	NA	NA	NA
ASV9580	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9582	Archaea	NA	NA	NA	NA	NA
ASV9583	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium
ASV9584	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9585	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9586	Archaea	NA	NA	NA	NA	NA
ASV9587	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9588	Archaea	NA	NA	NA	NA	NA
ASV9589	Archaea	NA	NA	NA	NA	NA
ASV9590	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9591	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9594	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9595	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9596	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV9597	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9598	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9599	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9600	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9601	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9602	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9603	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9604	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9605	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9606	Archaea	NA	NA	NA	NA	NA
ASV9607	Archaea	NA	NA	NA	NA	NA
ASV9609	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9611	Archaea	NA	NA	NA	NA	NA
ASV9612	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9613	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA
ASV9614	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9615	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV9616	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9617	Archaea	NA	NA	NA	NA	NA
ASV9618	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9619	Archaea	Diapherotrites	Candidatus_Iainarchaeum	NA	NA	NA
ASV9620	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9621	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9622	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9623	Archaea	NA	NA	NA	NA	NA
ASV9624	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9625	Archaea	NA	NA	NA	NA	NA
ASV9627	Archaea	Woesearchaeota	Woesearchaeota_Incertae_Sedis_AR16	NA	NA	NA
ASV9628	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9630	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA
ASV9631	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9634	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9635	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9636	Archaea	NA	NA	NA	NA	NA
ASV9637	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9638	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA
ASV9639	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9640	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9643	Archaea	NA	NA	NA	NA	NA
ASV9644	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	NA
ASV9645	Archaea	NA	NA	NA	NA	NA
ASV9647	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9648	Archaea	NA	NA	NA	NA	NA
ASV9650	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9651	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9652	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9653	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	NA
ASV9654	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9655	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9656	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9657	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9658	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9660	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9661	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9662	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9663	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9664	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9665	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV9667	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9669	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9672	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9673	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
ASV9674	Archaea	NA	NA	NA	NA	NA
ASV9675	Archaea	NA	NA	NA	NA	NA
ASV9676	Archaea	NA	NA	NA	NA	NA
ASV9677	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9678	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9679	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9680	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9681	Archaea	NA	NA	NA	NA	NA
ASV9682	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9683	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9684	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9685	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9686	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9687	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9688	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9689	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV9690	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9691	Archaea	Diapherotrites	Candidatus_Iainarchaeum	NA	NA	NA
ASV9692	Archaea	NA	NA	NA	NA	NA
ASV9693	Archaea	NA	NA	NA	NA	NA
ASV9694	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
ASV9695	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9698	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halonotius
ASV9701	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV9702	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9703	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9706	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV9707	Archaea	NA	NA	NA	NA	NA
ASV9708	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV9709	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halobaculum
ASV9710	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV9712	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9713	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV9714	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum
ASV9718	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus
ASV9721	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV9722	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA
ASV9724	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halobaculum
ASV9725	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV9727	Archaea	NA	NA	NA	NA	NA
ASV9730	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV9731	Archaea	NA	NA	NA	NA	NA
ASV9734	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9735	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9736	Archaea	NA	NA	NA	NA	NA
ASV9737	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9742	Archaea	NA	NA	NA	NA	NA
ASV9745	Archaea	NA	NA	NA	NA	NA
ASV9746	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9747	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9748	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV9749	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9750	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum
ASV9751	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis
ASV9752	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA
ASV9753	Archaea	Euryarchaeota	Halobacteria	Haloferacales	NA	NA
ASV9754	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubellus
ASV9756	Archaea	Euryarchaeota	Halobacteria	Haloferacales	NA	NA
ASV9757	Archaea	Euryarchaeota	Halobacteria	Haloferacales	NA	NA
ASV9758	Archaea	Euryarchaeota	Halobacteria	Haloferacales	NA	NA
ASV9759	Archaea	NA	NA	NA	NA	NA
ASV9760	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9762	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9763	Archaea	Euryarchaeota	Halobacteria	Haloferacales	NA	NA
ASV9764	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9765	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9766	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9768	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV9769	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9770	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9771	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9772	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV9773	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9774	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV9775	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9776	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9777	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV9778	Archaea	NA	NA	NA	NA	NA
ASV9779	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV9780	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9782	Archaea	NA	NA	NA	NA	NA
ASV9783	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV9784	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9785	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9786	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9787	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9788	Archaea	Woesearchaeota	Woesearchaeota_Incertae_Sedis_AR16	NA	NA	NA
ASV9790	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9791	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV9792	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9793	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9794	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV9795	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV9796	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9797	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV9798	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9799	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV9800	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA
ASV9801	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
